sampleID,date,basin,longitude,latitude,Temperature,Salinity,month,season
RET2.2 WC 7 92-08-10,10/8/1992,chesa,-77.204,38.352,26.38,3.422000003,8,Summer
RET2.2 WC 7 92-08-24,24/8/1992,chesa,-77.204,38.352,24.72,3.374000025,8,Summer
RET2.2 WC 7 92-09-08,8/9/1992,chesa,-77.204,38.352,24.96,3.313999987,9,Autumn
RET2.2 WC 7 92-09-21,21/9/1992,chesa,-77.204,38.352,24.04,4.265999937,9,Autumn
RET2.2 WC 7 92-10-07,7/10/1992,chesa,-77.204,38.352,18.26,4.112000036,10,Autumn
RET2.2 WC 7 92-11-17,17/11/1992,chesa,-77.204,38.352,10.45,5.277500033,11,Autumn
RET2.2 WC 7 92-12-07,7/12/1992,chesa,-77.204,38.352,7.47,5.237500012,12,Winter
RET2.2 WC 7 93-01-05,5/1/1993,chesa,-77.204,38.352,4.46,3.332000041,1,Winter
RET2.2 WC 7 93-02-08,8/2/1993,chesa,-77.204,38.352,3.18,4.911666711,2,Winter
RET2.2 WC 7 93-03-09,9/3/1993,chesa,-77.204,38.352,4.52,0,3,Spring
RET2.2 WC 7 93-04-12,12/4/1993,chesa,-77.204,38.352,11.1,0,4,Spring
RET2.2 WC 7 93-04-26,26/4/1993,chesa,-77.204,38.352,13.86,0,4,Spring
RET2.2 WC 7 93-05-10,10/5/1993,chesa,-77.204,38.352,19.96,0,5,Spring
RET2.2 WC 7 93-05-24,24/5/1993,chesa,-77.204,38.352,19.78,0.689999998,5,Spring
RET2.2 WC 7 93-06-14,14/6/1993,chesa,-77.204,38.352,24.32,0.572000003,6,Summer
RET2.2 WC 7 93-06-28,28/6/1993,chesa,-77.204,38.352,26.64,1.068000007,6,Summer
RET2.2 WC 7 93-07-12,12/7/1993,chesa,-77.204,38.352,29.6,2.716000032,7,Summer
RET2.2 WC 7 93-07-26,26/7/1993,chesa,-77.204,38.352,27.86,3.944000006,7,Summer
RET2.2 WC 7 93-08-09,9/8/1993,chesa,-77.204,38.352,26.56,5.3,8,Summer
RET2.2 WC 7 93-08-23,23/8/1993,chesa,-77.204,38.352,27.34,4.808000088,8,Summer
RET2.2 WC 7 93-09-13,13/9/1993,chesa,-77.204,38.352,24.76,5.743999958,9,Autumn
RET2.2 WC 7 93-09-27,27/9/1993,chesa,-77.204,38.352,22.42,5.031999874,9,Autumn
RET2.2 WC 7 93-10-04,4/10/1993,chesa,-77.204,38.352,19.36,5.941999912,10,Autumn
RET2.2 WC 7 93-11-15,15/11/1993,chesa,-77.204,38.352,12.47,6.36500001,11,Autumn
RET2.2 WC 7 93-12-06,6/12/1993,chesa,-77.204,38.352,9.47,0,12,Winter
RET2.2 WC 7 94-01-06,6/1/1994,chesa,-77.204,38.352,2.87,4.880000035,1,Winter
RET2.2 WC 7 94-03-07,7/3/1994,chesa,-77.204,38.352,4.05,0,3,Spring
RET2.2 WC 7 94-04-04,4/4/1994,chesa,-77.204,38.352,10.24,0,4,Spring
RET2.2 WC 7 94-04-18,18/4/1994,chesa,-77.204,38.352,15.82,0,4,Spring
RET2.2 WC 7 94-05-02,2/5/1994,chesa,-77.204,38.352,19.3,0,5,Spring
RET2.2 WC 7 94-05-24,24/5/1994,chesa,-77.204,38.352,18.92,0,5,Spring
RET2.2 WC 7 94-06-13,13/6/1994,chesa,-77.204,38.352,23.36,1.147999978,6,Summer
RET2.2 WC 7 94-06-27,27/6/1994,chesa,-77.204,38.352,27.13,1.581666708,6,Summer
RET2.2 WC 7 94-07-11,11/7/1994,chesa,-77.204,38.352,28.1,2.085000038,7,Summer
RET2.2 WC 7 94-07-25,25/7/1994,chesa,-77.204,38.352,28.22,2.818000031,7,Summer
RET2.2 WC 7 94-08-15,15/8/1994,chesa,-77.204,38.352,26.65,0.401666666,8,Summer
RET2.2 WC 7 94-08-29,29/8/1994,chesa,-77.204,38.352,25.88,1.381999996,8,Summer
RET2.2 WC 7 94-09-12,12/9/1994,chesa,-77.204,38.352,23.88,2.123999977,9,Autumn
RET2.2 WC 7 94-09-26,26/9/1994,chesa,-77.204,38.352,22.27,3.751666665,9,Autumn
RET2.2 WC 7 94-10-11,11/10/1994,chesa,-77.204,38.352,18.28,3.458333294,10,Autumn
RET2.2 WC 7 94-11-14,14/11/1994,chesa,-77.204,38.352,13.74,4.232000065,11,Autumn
RET2.2 WC 7 94-12-12,12/12/1994,chesa,-77.204,38.352,8.54,3.54199996,12,Winter
RET2.2 WC 7 95-01-09,9/1/1995,chesa,-77.204,38.352,3.96,5.193999958,1,Winter
RET2.2 WC 7 95-03-22,22/3/1995,chesa,-77.204,38.352,9.24,3.339999962,3,Spring
RET2.2 WC 7 95-04-10,10/4/1995,chesa,-77.204,38.352,12.5,3.859999991,4,Spring
RET2.2 WC 7 95-04-24,24/4/1995,chesa,-77.204,38.352,15.1,2.990000049,4,Spring
RET2.2 WC 7 95-05-08,8/5/1995,chesa,-77.204,38.352,16.63,3.406666716,5,Spring
RET2.2 WC 7 95-05-24,24/5/1995,chesa,-77.204,38.352,20.95,0.150000001,5,Spring
RET2.2 WC 7 95-06-05,5/6/1995,chesa,-77.204,38.352,23.43,2.959999979,6,Summer
RET2.2 WC 7 95-06-19,19/6/1995,chesa,-77.204,38.352,24.32,2.216000009,6,Summer
RET2.2 WC 7 95-07-10,10/7/1995,chesa,-77.204,38.352,26.23,0,7,Summer
RET2.2 WC 7 95-07-24,24/7/1995,chesa,-77.204,38.352,29.04,3.939999962,7,Summer
RET2.2 WC 7 95-08-07,7/8/1995,chesa,-77.204,38.352,28.88,4.454000092,8,Summer
RET2.2 WC 7 95-08-21,21/8/1995,chesa,-77.204,38.352,28.15,3.836666624,8,Summer
RET2.2 WC 7 95-09-05,5/9/1995,chesa,-77.204,38.352,26.1,4.442000008,9,Autumn
RET2.2 WC 7 95-09-18,18/9/1995,chesa,-77.204,38.352,23.52,4.20800004,9,Autumn
RET2.2 WC 7 95-10-02,2/10/1995,chesa,-77.204,38.352,20.4,5.236666838,10,Autumn
RET2.2 WC 7 95-11-13,13/11/1995,chesa,-77.204,38.352,10.58,5.293333372,11,Autumn
RET2.2 WC 7 95-12-13,13/12/1995,chesa,-77.204,38.352,4.9,7.269999886,12,Winter
RET2.2 WC 7 96-03-11,11/3/1996,chesa,-77.204,38.352,4.32,0,3,Spring
RET2.2 WC 7 96-04-08,8/4/1996,chesa,-77.204,38.352,9.77,0,4,Spring
RET2.2 WC 7 96-04-22,22/4/1996,chesa,-77.204,38.352,14,0,4,Spring
RET2.2 WC 7 96-05-13,13/5/1996,chesa,-77.204,38.352,17.2,0,5,Spring
RET2.2 WC 7 96-05-28,28/5/1996,chesa,-77.204,38.352,19.66,0,5,Spring
RET2.2 WC 7 96-06-10,10/6/1996,chesa,-77.204,38.352,23.32,0,6,Summer
RET2.2 WC 7 96-07-08,8/7/1996,chesa,-77.204,38.352,26.56,0,7,Summer
RET2.2 WC 7 96-07-22,22/7/1996,chesa,-77.204,38.352,26.18,0.183333335,7,Summer
RET2.2 WC 7 96-08-05,5/8/1996,chesa,-77.204,38.352,26.76,0,8,Summer
RET2.2 WC 7 96-08-26,26/8/1996,chesa,-77.204,38.352,26.73,0,8,Summer
RET2.2 WC 7 96-10-07,7/10/1996,chesa,-77.204,38.352,18.23,0.070000001,10,Autumn
RET2.2 WC 7 96-12-12,12/12/1996,chesa,-77.204,38.352,6.1,0,12,Winter
RET2.2 WC 7 97-03-03,3/3/1997,chesa,-77.204,38.352,8.64,0,3,Spring
RET2.2 WC 7 97-04-02,2/4/1997,chesa,-77.204,38.352,9.86,0.657999992,4,Spring
RET2.2 WC 7 97-04-14,14/4/1997,chesa,-77.204,38.352,11.62,0,4,Spring
RET2.2 WC 7 97-05-12,12/5/1997,chesa,-77.204,38.352,15.72,1.395000001,5,Spring
RET2.2 WC 7 97-05-27,27/5/1997,chesa,-77.204,38.352,18.44,3.565999985,5,Spring
RET2.2 WC 7 97-06-09,9/6/1997,chesa,-77.204,38.352,19.03,0.298333332,6,Summer
RET2.2 WC 7 97-07-14,14/7/1997,chesa,-77.204,38.352,27.68,2.757999992,7,Summer
RET2.2 WC 7 97-07-28,28/7/1997,chesa,-77.204,38.352,27.4,3.176000071,7,Summer
RET2.2 WC 7 97-08-11,11/8/1997,chesa,-77.204,38.352,26.58,4.291999912,8,Summer
RET2.2 WC 7 97-08-25,25/8/1997,chesa,-77.204,38.352,25.78,4.084000015,8,Summer
RET2.2 WC 7 97-09-09,9/9/1997,chesa,-77.204,38.352,24.28,6.443999958,9,Autumn
RET2.2 WC 7 97-10-14,14/10/1997,chesa,-77.204,38.352,20.95,6.146666686,10,Autumn
RET2.2 WC 7 97-12-08,8/12/1997,chesa,-77.204,38.352,6.44,4.733999968,12,Winter
RET2.2 WC 7 98-03-23,23/3/1998,chesa,-77.204,38.352,6.9,0,3,Spring
RET2.2 WC 7 98-04-06,6/4/1998,chesa,-77.204,38.352,13.1,0,4,Spring
RET2.2 WC 7 98-04-20,20/4/1998,chesa,-77.204,38.352,15.55,0,4,Spring
RET2.2 WC 7 98-05-04,4/5/1998,chesa,-77.204,38.352,17.5,0,5,Spring
RET2.2 WC 7 98-05-18,18/5/1998,chesa,-77.204,38.352,19.78,0,5,Spring
RET2.2 WC 7 98-06-01,1/6/1998,chesa,-77.204,38.352,24.38,0.028,6,Summer
RET2.2 WC 7 98-07-06,6/7/1998,chesa,-77.204,38.352,26.98,1.157999992,7,Summer
RET2.2 WC 7 98-07-20,20/7/1998,chesa,-77.204,38.352,27.78,1.44000001,7,Summer
RET2.2 WC 7 98-08-03,3/8/1998,chesa,-77.204,38.352,27.52,2.551666697,8,Summer
RET2.2 WC 7 98-08-17,17/8/1998,chesa,-77.204,38.352,27.8,2.068333268,8,Summer
RET2.2 WC 7 98-09-01,1/9/1998,chesa,-77.204,38.352,27.98,2.896000004,9,Autumn
RET2.2 WC 7 98-10-13,13/10/1998,chesa,-77.204,38.352,19,4.825999975,10,Autumn
RET2.2 WC 7 99-03-17,17/3/1999,chesa,-77.204,38.352,4.88,3.372000027,3,Spring
RET2.2 WC 7 99-04-12,12/4/1999,chesa,-77.204,38.352,13.52,2.380000019,4,Spring
RET2.2 WC 7 99-04-26,26/4/1999,chesa,-77.204,38.352,14.6,1.597999978,4,Spring
RET2.2 WC 7 99-05-10,10/5/1999,chesa,-77.204,38.352,18.56,0.913999999,5,Spring
RET2.2 WC 7 99-05-24,24/5/1999,chesa,-77.204,38.352,21.52,1.346000004,5,Spring
RET2.2 WC 7 99-06-07,7/6/1999,chesa,-77.204,38.352,23.13,5.151666562,6,Summer
RET2.2 WC 7 99-07-06,6/7/1999,chesa,-77.204,38.352,27.82,5.588333368,7,Summer
RET2.2 WC 7 99-07-19,19/7/1999,chesa,-77.204,38.352,27.52,6.219999981,7,Summer
RET2.2 WC 7 99-08-02,2/8/1999,chesa,-77.204,38.352,29.36,7.884000015,8,Summer
RET2.2 WC 7 99-08-16,16/8/1999,chesa,-77.204,38.352,28,8.463999748,8,Summer
RET2.2 WC 7 99-10-04,4/10/1999,chesa,-77.204,38.352,20.04,1.834000039,10,Autumn
RET2.2 WC 7 99-12-06,6/12/1999,chesa,-77.204,38.352,9.32,6.765999889,12,Winter
RET2.2 WC 7 00-03-13,13/3/2000,chesa,-77.204,38.352,10.22,3.28599999,3,Spring
RET2.2 WC 7 00-04-10,10/4/2000,chesa,-77.204,38.352,12.6,1.480000019,4,Spring
RET2.2 WC 7 00-04-24,24/4/2000,chesa,-77.204,38.352,14.12,0.281999999,4,Spring
RET2.2 WC 7 00-05-08,8/5/2000,chesa,-77.204,38.352,19.02,1.655999994,5,Spring
RET2.2 WC 7 00-05-22,22/5/2000,chesa,-77.204,38.352,20.4,3.783999968,5,Spring
RET2.2 WC 7 00-06-12,12/6/2000,chesa,-77.204,38.352,24.06,0.190000001,6,Summer
RET2.2 WC 7 00-07-10,10/7/2000,chesa,-77.204,38.352,27.12,2.136000013,7,Summer
RET2.2 WC 7 00-07-26,26/7/2000,chesa,-77.204,38.352,26.3,2.770000021,7,Summer
RET2.2 WC 7 00-08-07,7/8/2000,chesa,-77.204,38.352,26.42,0.712000001,8,Summer
RET2.2 WC 7 00-08-21,21/8/2000,chesa,-77.204,38.352,25.08,4.730000067,8,Summer
RET2.2 WC 7 00-09-11,11/9/2000,chesa,-77.204,38.352,24.5,3.542000008,9,Autumn
RET2.2 WC 7 00-10-10,10/10/2000,chesa,-77.204,38.352,18.22,6.431666652,10,Autumn
RET2.2 WC 7 00-12-11,11/12/2000,chesa,-77.204,38.352,4.76,7.329999924,12,Winter
RET2.2 WC 7 01-03-19,19/3/2001,chesa,-77.204,38.352,7.3,5.096000004,3,Spring
RET2.2 WC 7 01-04-02,2/4/2001,chesa,-77.204,38.352,8.18,0,4,Spring
RET2.2 WC 7 01-04-16,16/4/2001,chesa,-77.204,38.352,12.9,1.318000004,4,Spring
RET2.2 WC 7 01-05-07,7/5/2001,chesa,-77.204,38.352,18.06,4.185999966,5,Spring
RET2.2 WC 7 01-05-29,29/5/2001,chesa,-77.204,38.352,20.88,0.84000001,5,Spring
RET2.2 WC 7 01-06-11,11/6/2001,chesa,-77.204,38.352,23.04,3.060000062,6,Summer
RET2.2 WC 7 01-07-09,9/7/2001,chesa,-77.204,38.352,26.18,4.206000042,7,Summer
RET2.2 WC 7 01-07-23,23/7/2001,chesa,-77.204,38.352,26.2,6.791999912,7,Summer
RET2.2 WC 7 01-08-13,13/8/2001,chesa,-77.204,38.352,28.02,2.822000027,8,Summer
RET2.2 WC 7 01-08-27,27/8/2001,chesa,-77.204,38.352,27.22,3.668333372,8,Summer
RET2.2 WC 7 01-09-10,10/9/2001,chesa,-77.204,38.352,26.2,4.637999964,9,Autumn
RET2.2 WC 7 01-10-15,15/10/2001,chesa,-77.204,38.352,18.32,7.821999836,10,Autumn
RET2.2 WC 7 01-12-10,10/12/2001,chesa,-77.204,38.352,12.04,8.161999989,12,Winter
RET2.2 WC 7 02-03-11,11/3/2002,chesa,-77.204,38.352,7.84,8.275999928,3,Spring
RET2.2 WC 7 02-04-08,8/4/2002,chesa,-77.204,38.352,11.36,6.803999901,4,Spring
RET2.2 WC 7 02-04-22,22/4/2002,chesa,-77.204,38.352,17.44,5.180000067,4,Spring
RET2.2 WC 7 02-05-06,6/5/2002,chesa,-77.204,38.352,17.34,0.507999998,5,Spring
RET2.2 WC 7 02-05-20,20/5/2002,chesa,-77.204,38.352,18.2,2.307999921,5,Spring
RET2.2 WC 7 02-06-17,17/6/2002,chesa,-77.204,38.352,24.9,3.670000076,6,Summer
RET2.2 WC 7 02-07-15,15/7/2002,chesa,-77.204,38.352,25.86,6.86799984,7,Summer
RET2.2 WC 7 02-07-29,29/7/2002,chesa,-77.204,38.352,27.18,7.005999851,7,Summer
RET2.2 WC 7 02-08-12,12/8/2002,chesa,-77.204,38.352,26.9,8.324999809,8,Summer
RET2.2 WC 7 02-08-26,26/8/2002,chesa,-77.204,38.352,28.46,8.615999985,8,Summer
RET2.2 WC 7 02-09-16,16/9/2002,chesa,-77.204,38.352,24.3,6.753999996,9,Autumn
RET2.2 WC 7 02-10-15,15/10/2002,chesa,-77.204,38.352,19.94,7.241999817,10,Autumn
RET2.2 WC 7 02-12-10,10/12/2002,chesa,-77.204,38.352,4.3,7.015999985,12,Winter
RET2.2 WC 7 03-03-10,10/3/2003,chesa,-77.204,38.352,5.52,0,3,Spring
RET2.2 WC 7 03-04-08,8/4/2003,chesa,-77.204,38.352,11.8,0,4,Spring
RET2.2 WC 7 03-04-21,21/4/2003,chesa,-77.204,38.352,13.22,0,4,Spring
RET2.2 WC 7 03-05-05,5/5/2003,chesa,-77.204,38.352,17.04,0.439999992,5,Spring
RET2.2 WC 7 03-05-19,19/5/2003,chesa,-77.204,38.352,16.52,0,5,Spring
RET2.2 WC 7 03-07-07,7/7/2003,chesa,-77.204,38.352,26.3,0,7,Summer
RET2.2 WC 7 03-07-21,21/7/2003,chesa,-77.204,38.352,27.7,0.994000006,7,Summer
RET2.2 WC 7 03-08-04,4/8/2003,chesa,-77.204,38.352,26.8,1.557999969,8,Summer
RET2.2 WC 7 03-08-18,18/8/2003,chesa,-77.204,38.352,28.72,0.156,8,Summer
RET2.2 WC 7 03-09-15,15/9/2003,chesa,-77.204,38.352,23.4,0.74000001,9,Autumn
RET2.2 WC 7 03-10-06,6/10/2003,chesa,-77.204,38.352,17.48,0,10,Autumn
RET2.2 WC 7 03-12-16,16/12/2003,chesa,-77.204,38.352,3.7,0,12,Winter
RET2.2 WC 7 04-03-15,15/3/2004,chesa,-77.204,38.352,8.1,1.80799998,3,Spring
RET2.2 WC 7 04-04-12,12/4/2004,chesa,-77.204,38.352,10.98,0,4,Spring
RET2.2 WC 7 04-04-26,26/4/2004,chesa,-77.204,38.352,16.7,0,4,Spring
RET2.2 WC 7 04-05-10,10/5/2004,chesa,-77.204,38.352,19.92,0,5,Spring
RET2.2 WC 7 04-05-24,24/5/2004,chesa,-77.204,38.352,23.9,1.378000009,5,Spring
RET2.2 WC 7 04-06-07,7/6/2004,chesa,-77.204,38.352,22.44,1.125999987,6,Summer
RET2.2 WC 7 04-07-06,6/7/2004,chesa,-77.204,38.352,27.15,3.320000013,7,Summer
RET2.2 WC 7 04-07-19,19/7/2004,chesa,-77.204,38.352,26.92,3.921999931,7,Summer
RET2.2 WC 7 04-08-09,9/8/2004,chesa,-77.204,38.352,25.96,0.575999987,8,Summer
RET2.2 WC 7 04-08-23,23/8/2004,chesa,-77.204,38.352,25.9,2.844000006,8,Summer
RET2.2 WC 7 04-09-20,20/9/2004,chesa,-77.204,38.352,21.8,0.059999999,9,Autumn
RET2.2 WC 7 04-10-12,12/10/2004,chesa,-77.204,38.352,20,1.524000001,10,Autumn
RET2.2 WC 7 04-12-06,6/12/2004,chesa,-77.204,38.352,9.2,0,12,Winter
RET2.2 WC 7 05-03-14,14/3/2005,chesa,-77.204,38.352,5,1.083999991,3,Spring
RET2.2 WC 7 05-04-04,4/4/2005,chesa,-77.204,38.352,10.3,0,4,Spring
RET2.2 WC 7 05-04-18,18/4/2005,chesa,-77.204,38.352,13.66,0,4,Spring
RET2.2 WC 7 05-05-10,10/5/2005,chesa,-77.204,38.352,15.64,0.960000002,5,Spring
RET2.2 WC 7 05-05-24,24/5/2005,chesa,-77.204,38.352,18.92,0.563999999,5,Spring
RET2.2 WC 7 05-06-13,13/6/2005,chesa,-77.204,38.352,25.54,0.35800001,6,Summer
RET2.2 WC 7 05-07-25,25/7/2005,chesa,-77.204,38.352,28.6,4.264000034,7,Summer
RET2.2 WC 7 05-08-08,8/8/2005,chesa,-77.204,38.352,29.46,4.872000074,8,Summer
RET2.2 WC 7 05-08-22,22/8/2005,chesa,-77.204,38.352,29.2,4.756000042,8,Summer
RET2.2 WC 7 05-09-12,12/9/2005,chesa,-77.204,38.352,25.88,4.14199996,9,Autumn
RET2.2 WC 7 05-12-12,12/12/2005,chesa,-77.204,38.352,5.1,2.198000026,12,Winter
RET2.2 WC 7 06-03-06,6/3/2006,chesa,-77.204,38.352,4.87,3.234999955,3,Spring
RET2.2 WC 7 06-04-03,3/4/2006,chesa,-77.204,38.352,11.88,4.276000023,4,Spring
RET2.2 WC 7 06-04-19,19/4/2006,chesa,-77.204,38.352,14.68,4.827999973,4,Spring
RET2.2 WC 7 06-05-08,8/5/2006,chesa,-77.204,38.352,18.18,2.721999979,5,Spring
RET2.2 WC 7 06-05-26,26/5/2006,chesa,-77.204,38.352,18.68,2.04000001,5,Spring
RET2.2 WC 7 06-06-19,19/6/2006,chesa,-77.204,38.352,24.38,4.329999924,6,Summer
RET2.2 WC 7 06-07-10,10/7/2006,chesa,-77.204,38.352,25.82,3.293999958,7,Summer
RET2.2 WC 7 06-07-24,24/7/2006,chesa,-77.204,38.352,28.4,3.460000038,7,Summer
RET2.2 WC 7 06-08-14,14/8/2006,chesa,-77.204,38.352,26.78,5.792000008,8,Summer
RET2.2 WC 7 06-08-28,28/8/2006,chesa,-77.204,38.352,28.04,6.127999973,8,Summer
RET2.2 WC 7 06-09-18,18/9/2006,chesa,-77.204,38.352,22.56,3.426000023,9,Autumn
RET2.2 WC 7 06-10-16,16/10/2006,chesa,-77.204,38.352,17.18,2.84000001,10,Autumn
RET2.2 WC 7 06-12-11,11/12/2006,chesa,-77.204,38.352,6.17,1.25333334,12,Winter
RET3.1 AP 1 86-03-26,26/3/1986,chesa,-76.817,37.917,9.3,2.710000038,3,Spring
RET3.1 AP 1 86-07-22,22/7/1986,chesa,-76.817,37.917,29.2,10.43000031,7,Summer
RET3.1 AP 1 86-08-19,19/8/1986,chesa,-76.817,37.917,26.9,10.57999992,8,Summer
RET3.1 AP 1 86-09-25,25/9/1986,chesa,-76.817,37.917,23.1,11.69999981,9,Autumn
RET3.1 AP 1 86-12-18,18/12/1986,chesa,-76.817,37.917,4.9,8.539999962,12,Winter
RET3.1 AP 1 87-03-17,17/3/1987,chesa,-76.817,37.917,6,6.099999905,3,Spring
RET3.1 AP 1 87-04-14,14/4/1987,chesa,-76.817,37.917,14,6,4,Spring
RET3.1 AP 1 87-05-12,12/5/1987,chesa,-76.817,37.917,19.9,1.919999957,5,Spring
RET3.1 AP 1 87-06-15,15/6/1987,chesa,-76.817,37.917,27,3.630000114,6,Summer
RET3.1 AP 1 87-07-13,13/7/1987,chesa,-76.817,37.917,30.1,7.309999943,7,Summer
RET3.1 AP 1 87-08-24,24/8/1987,chesa,-76.817,37.917,25.8,9.319999695,8,Summer
RET3.1 AP 1 87-09-23,23/9/1987,chesa,-76.817,37.917,23.5,3.549999952,9,Autumn
RET3.1 AP 1 87-10-29,29/10/1987,chesa,-76.817,37.917,12.7,8.409999847,10,Autumn
RET3.1 AP 1 87-12-10,10/12/1987,chesa,-76.817,37.917,5,7.039999962,12,Winter
RET3.1 AP 1 88-02-09,9/2/1988,chesa,-76.817,37.917,2.3,7,2,Winter
RET3.1 AP 1 88-03-23,23/3/1988,chesa,-76.817,37.917,5.9,4.599999905,3,Spring
RET3.1 AP 1 88-05-17,17/5/1988,chesa,-76.817,37.917,21.9,1.5,5,Spring
RET3.1 AP 1 88-07-20,20/7/1988,chesa,-76.817,37.917,29.7,8.699999809,7,Summer
RET3.1 AP 1 88-08-17,17/8/1988,chesa,-76.817,37.917,29.2,8.399999619,8,Summer
RET3.1 AP 1 88-09-27,27/9/1988,chesa,-76.817,37.917,21.2,10,9,Autumn
RET3.1 AP 1 88-10-27,27/10/1988,chesa,-76.817,37.917,12.3,12.10000038,10,Autumn
RET3.1 AP 1 88-11-14,14/11/1988,chesa,-76.817,37.917,11.2,11.60000038,11,Autumn
RET3.1 AP 1 88-12-14,14/12/1988,chesa,-76.817,37.917,2.9,12.89999962,12,Winter
RET3.1 AP 1 89-01-20,20/1/1989,chesa,-76.817,37.917,4.9,11.89999962,1,Winter
RET3.1 AP 1 89-03-29,29/3/1989,chesa,-76.817,37.917,13.9,1.700000048,3,Spring
RET3.1 AP 1 89-05-18,18/5/1989,chesa,-76.817,37.917,16.3,0.5,5,Spring
RET3.1 AP 1 89-06-19,19/6/1989,chesa,-76.817,37.917,25.6,0.5,6,Summer
RET3.1 AP 1 89-07-19,19/7/1989,chesa,-76.817,37.917,25.1,2.400000095,7,Summer
RET3.1 AP 1 89-10-17,17/10/1989,chesa,-76.817,37.917,19.2,3.900000095,10,Autumn
RET3.1 AP 1 89-11-02,2/11/1989,chesa,-76.817,37.917,16.9,4.300000191,11,Autumn
RET3.1 AP 1 89-12-05,5/12/1989,chesa,-76.817,37.917,4.8,5.900000095,12,Winter
RET3.1 AP 1 90-03-28,28/3/1990,chesa,-76.817,37.917,10.4,1.600000024,3,Spring
RET3.1 AP 1 90-04-24,24/4/1990,chesa,-76.817,37.917,15.9,1,4,Spring
RET3.1 AP 1 90-05-24,24/5/1990,chesa,-76.817,37.917,19.4,2.099999905,5,Spring
RET3.1 AP 1 90-06-28,28/6/1990,chesa,-76.817,37.917,25.6,4.099999905,6,Summer
RET3.1 AP 1 90-07-23,23/7/1990,chesa,-76.817,37.917,29.1,3.200000048,7,Summer
RET3.1 AP 1 90-08-22,22/8/1990,chesa,-76.817,37.917,26.4,7.199999809,8,Summer
RET3.1 AP 1 90-10-23,23/10/1990,chesa,-76.817,37.917,18.3,2.5,10,Autumn
RET3.1 AP 1 90-11-08,8/11/1990,chesa,-76.817,37.917,15,4.300000191,11,Autumn
RET3.1 AP 1 91-01-03,3/1/1991,chesa,-76.817,37.917,7,0,1,Winter
RET3.1 AP 1 91-02-19,19/2/1991,chesa,-76.817,37.917,6.4,3.299999952,2,Winter
RET3.1 AP 1 91-03-19,19/3/1991,chesa,-76.817,37.917,9.4,3.5,3,Spring
RET3.1 AP 1 91-05-13,13/5/1991,chesa,-76.817,37.917,23.1,2.099999905,5,Spring
RET3.1 AP 1 91-06-25,25/6/1991,chesa,-76.817,37.917,24.7,5.099999905,6,Summer
RET3.1 AP 1 91-09-26,26/9/1991,chesa,-76.817,37.917,21.91,9.199999809,9,Autumn
RET3.1 AP 1 91-10-23,23/10/1991,chesa,-76.817,37.917,15.05,10,10,Autumn
RET3.1 AP 1 91-12-11,11/12/1991,chesa,-76.817,37.917,8.34,9.399999619,12,Winter
RET3.1 AP 1 92-02-05,5/2/1992,chesa,-76.817,37.917,3.06,9.199999809,2,Winter
RET3.1 AP 1 92-03-03,3/3/1992,chesa,-76.817,37.917,8.9,5.800000191,3,Spring
RET3.1 AP 1 92-04-10,10/4/1992,chesa,-76.817,37.917,10.6,8.5,4,Spring
RET3.1 AP 1 92-06-01,1/6/1992,chesa,-76.817,37.917,20,4.699999809,6,Summer
RET3.1 AP 1 92-06-29,29/6/1992,chesa,-76.817,37.917,24.6,5.099999905,6,Summer
RET3.1 AP 1 92-10-16,16/10/1992,chesa,-76.817,37.917,17.4,4.400000095,10,Autumn
RET3.1 AP 1 92-11-09,9/11/1992,chesa,-76.817,37.917,11.6,3.799999952,11,Autumn
RET3.1 AP 1 93-05-04,4/5/1993,chesa,-76.817,37.917,19.8,0,5,Spring
RET3.1 AP 1 93-07-05,5/7/1993,chesa,-76.817,37.917,28.8,3.700000048,7,Summer
RET3.1 AP 1 93-08-03,3/8/1993,chesa,-76.817,37.917,27.6,6.099999905,8,Summer
RET3.1 AP 1 93-09-08,8/9/1993,chesa,-76.817,37.917,27.1,9,9,Autumn
RET3.1 AP 1 93-10-04,4/10/1993,chesa,-76.817,37.917,18.3,8.5,10,Autumn
RET3.1 AP 1 94-01-14,14/1/1994,chesa,-76.817,37.917,1.2,3.099999905,1,Winter
RET3.1 AP 1 94-03-16,16/3/1994,chesa,-76.817,37.917,8.1,0,3,Spring
RET3.1 AP 1 94-04-11,11/4/1994,chesa,-76.817,37.917,14.1,0,4,Spring
RET3.1 AP 1 94-05-11,11/5/1994,chesa,-76.817,37.917,17.4,0,5,Spring
RET3.1 AP 1 94-06-06,6/6/1994,chesa,-76.817,37.917,23.92,2.524999976,6,Summer
RET3.1 AP 1 94-07-06,6/7/1994,chesa,-76.817,37.917,28.38,4.050000012,7,Summer
RET3.1 AP 1 94-08-08,8/8/1994,chesa,-76.817,37.917,25.53,3.200000048,8,Summer
RET3.1 AP 1 94-09-08,8/9/1994,chesa,-76.817,37.917,22.9,5.199999809,9,Autumn
RET3.1 AP 1 94-10-06,6/10/1994,chesa,-76.817,37.917,17.8,5.275000095,10,Autumn
RET3.1 AP 1 95-01-09,9/1/1995,chesa,-76.817,37.917,3.2,8.199999809,1,Winter
RET3.1 AP 1 95-04-04,4/4/1995,chesa,-76.817,37.917,11.3,5.5,4,Spring
RET3.1 AP 1 95-10-09,9/10/1995,chesa,-76.817,37.917,21.2,8.300000191,10,Autumn
