name,gender,country,nationality,disciplines,events,age,has_a_coach,won_a_medal,medal_count
LIU Calista,Female,United States of America,United States of America,['Artistic Swimming'],['Team'],19,Yes,Yes,1
BOL Peter,Male,Australia,Australia,['Athletics'],"[""Men's 800m""]",30,Yes,No,0
PARRA VERGARA Diego Santiago Andres,Male,Chile,Chile,['Shooting'],['10m Air Pistol Men'],16,Yes,No,0
WASICK Katarzyna,Female,Poland,Poland,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 50m Freestyle""]",32,Yes,No,0
SUMIT Sumit,Male,India,India,['Hockey'],['Men'],28,Yes,Yes,1
de ARMAS RODRIGUEZ Kevin Yuran,Male,Cuba,Cuba,['Wrestling'],"[""Men's Greco-Roman 60kg""]",26,No,No,0
LEVERETT Henry Turner,Male,United States of America,United States of America,['Shooting'],['25m Rapid Fire Pistol Men'],23,Yes,No,0
SAYEDIN Mohamed,Male,Egypt,Egypt,['Volleyball'],['Men'],28,Yes,No,0
MORAIS Welington,Male,Brazil,Brazil,['Athletics'],"[""Men's Shot Put""]",28,Yes,No,0
TALACOLO Joseva,Male,Fiji,Fiji,['Rugby Sevens'],['Men'],27,Yes,Yes,1
LAU Wan Yau Vincent,Male,"Hong Kong, China","Hong Kong, China",['Cycling Road'],"[""Men's Road Race""]",28,No,No,0
GUTTORMSEN Sondre,Male,Norway,Norway,['Athletics'],"[""Men's Pole Vault""]",25,Yes,No,0
RIEDEMANN Laura,Female,Germany,Germany,['Swimming'],"[""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",26,No,No,0
ALMATROOSHI Yousuf,Male,United Arab Emirates,United Arab Emirates,['Swimming'],"[""Men's 100m Freestyle""]",21,Yes,No,0
YEAGER Elizabeth,Female,United States of America,United States of America,['Hockey'],['Women'],21,Yes,No,0
SMITH Jake,Male,New Zealand,New Zealand,['Hockey'],['Men'],33,Yes,No,0
STOCKDALE Joseph,Male,Great Britain,Great Britain,['Equestrian'],['Jumping Team'],25,No,Yes,1
THOMPSON Ria,Female,Australia,Australia,['Rowing'],"[""Women's Quadruple Sculls""]",27,Yes,No,0
MORAA Mary,Female,Kenya,Kenya,['Athletics'],"[""Women's 800m""]",24,Yes,Yes,1
BUTBUL Tohar,Male,Israel,Israel,['Judo'],"['Men -73 kg', 'Mixed Team']",30,Yes,No,0
CLEMONS Malcolm,Male,United States of America,United States of America,['Athletics'],"[""Men's Long Jump""]",22,Yes,No,0
LAURIN Althea,Female,France,France,['Taekwondo'],['Women +67kg'],23,No,Yes,1
OPEYORI Anuoluwapo Juwon,Male,Nigeria,Nigeria,['Badminton'],"[""Men's Singles""]",27,No,No,0
VLOON Menno,Male,Netherlands,Netherlands,['Athletics'],"[""Men's Pole Vault""]",30,Yes,No,0
GAVIRA COLLADO Adrian,Male,Spain,Spain,['Beach Volleyball'],['Men'],37,Yes,No,0
MATLA Frederique,Female,Netherlands,Netherlands,['Hockey'],['Women'],28,Yes,Yes,1
COLAPINTO Griffin,Male,United States of America,United States of America,['Surfing'],['Men'],26,No,No,0
ZAMORANO SANZ Africa,Female,Spain,Spain,['Swimming'],"[""Women's 200m Backstroke""]",26,No,No,0
KURBANOV Ruslan,Male,Kazakhstan,Kazakhstan,['Fencing'],"[""Men's Ã‰pÃ©e Individual"", ""Men's Ã‰pÃ©e Team""]",33,No,No,0
BERNAZ Jean-Baptiste,Male,France,France,['Sailing'],"[""Men's Dinghy""]",37,Yes,No,0
CHRISTIANSEN Mathias,Male,Denmark,Denmark,['Badminton'],['Mixed Doubles'],30,No,No,0
BLAAK Pirmin,Male,Netherlands,Netherlands,['Hockey'],['Men'],36,Yes,Yes,1
DO Thi Anh Nguyet,Female,Vietnam,Vietnam,['Archery'],"[""Women's Individual"", 'Mixed Team']",23,Yes,No,0
KRPALEK Lukas,Male,Czechia,Czechia,['Judo'],['Men +100 kg'],34,Yes,No,0
BOLZAN Ana Claudia,Female,Brazil,Brazil,['Handball'],['Women'],28,Yes,No,0
HAVEL Daniel,Male,Czechia,Czechia,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",33,No,No,0
HOOLE Daan,Male,Netherlands,Netherlands,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",25,No,No,0
TAKAYAWA Gerard,Male,Fiji,Fiji,['Judo'],['Men +100 kg'],19,Yes,No,0
ZHONG Tao,Male,People's Republic of China,People's Republic of China,['Athletics'],"[""Men's Pole Vault""]",22,Yes,No,0
INGHAM Yasmin,Female,Great Britain,Great Britain,['Equestrian'],"['Eventing Individual', 'Eventing Team']",27,Yes,Yes,1
CHILESHE Rhoda,Female,Zambia,Zambia,['Football'],['Women'],26,Yes,No,0
BELENIUK Zhan,Male,Ukraine,Ukraine,['Wrestling'],"[""Men's Greco-Roman 87kg""]",33,No,Yes,1
SILOT TORRES Arturo,Male,Cuba,Cuba,['Wrestling'],"[""Men's Freestyle 97kg""]",23,No,No,0
ZHANG Ru,Female,People's Republic of China,People's Republic of China,['Basketball'],['Women'],25,Yes,No,0
JURKIEWICZ Jan,Male,Poland,Poland,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",24,Yes,No,0
MAHIEU Pauline,Female,France,France,['Swimming'],"[""Women's 200m Backstroke""]",25,Yes,No,0
TECUCEANU Catalin,Male,Italy,Italy,['Athletics'],"[""Men's 800m""]",25,Yes,No,0
WELSFORD Sam,Male,Australia,Australia,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",28,Yes,Yes,1
DIAWARA Amadou,Male,Guinea,Guinea,['Football'],['Men'],27,Yes,No,0
BLAZICKOVA Veronika,Female,Czechia,Czechia,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women', '10m Air Rifle Mixed Team']",21,Yes,No,0
LECHUGA ALANIS Kenia,Female,Mexico,Mexico,['Rowing'],"[""Women's Single Sculls""]",30,No,No,0
ORTEGA Mauricio,Male,Colombia,Colombia,['Athletics'],"[""Men's Discus Throw""]",30,No,No,0
SHINNO Tomohiro,Male,Japan,Japan,['Athletics'],"[""Men's High Jump""]",28,Yes,No,0
UNRUH Florian,Male,Germany,Germany,['Archery'],"[""Men's Individual"", 'Mixed Team']",31,Yes,Yes,1
TABOR Schastine,Female,Denmark,Denmark,['Swimming'],"[""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",19,No,No,0
HARRINGTON Kellie,Female,Ireland,Ireland,['Boxing'],"[""Women's 60kg""]",35,Yes,Yes,1
HODGES Thomas,Male,Australia,Australia,['Beach Volleyball'],['Men'],30,No,No,0
BAKRACI Gresa,Female,Kosovo,Kosovo,['Athletics'],"[""Women's 800m""]",29,No,No,0
GERBEKOV Askerbii,Male,Bahrain,Bahrain,['Judo'],['Men -81 kg'],28,No,No,0
LISOWA MBAKA Maxuella,Female,Belgium,Belgium,['Basketball'],['Women'],23,Yes,No,0
HAMZA ALAA,Male,Egypt,Egypt,['Football'],['Men'],23,Yes,No,0
ARANCINI Zoe,Female,Australia,Australia,['Water Polo'],['Women'],33,Yes,Yes,1
KOGA Yoshiyuki,Male,Japan,Japan,['Rugby Sevens'],['Men'],26,Yes,No,0
BANASZEK Alan,Male,Poland,Poland,['Cycling Track'],"[""Men's Omnium""]",27,No,No,0
PARTANEN Veli-Matti,Male,Finland,Finland,['Athletics'],"[""Men's 20km Race Walk""]",33,Yes,No,0
BARKHORDARI Mehran,Male,Islamic Republic of Iran,Islamic Republic of Iran,['Taekwondo'],['Men -80kg'],24,No,Yes,1
SAKKARI Maria,Female,Greece,Greece,['Tennis'],"[""Women's Doubles"", ""Women's Singles"", 'Mixed Doubles']",29,Yes,No,0
CORDON Kevin,Male,Guatemala,Guatemala,['Badminton'],"[""Men's Singles""]",38,Yes,No,0
LI Adam,Male,Czechia,Czechia,['Archery'],"[""Men's Individual"", 'Mixed Team']",27,No,No,0
ODILOV Alisher,Male,Uzbekistan,Uzbekistan,['Football'],['Men'],23,No,No,0
BOUYER Jules,Male,France,France,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",22,Yes,No,0
van der WESTHUYZEN Jean,Male,Australia,Australia,['Canoe Sprint'],"[""Men's Kayak Double 500m""]",26,Yes,Yes,1
ORTIZ Carlos,Male,Mexico,Mexico,['Golf'],"[""Men's Individual Stroke Play""]",33,No,No,0
FISHER Niamh,Female,New Zealand,New Zealand,['Cycling Road'],"[""Women's Road Race""]",24,No,No,0
THOMPSON JR. Stephen,Male,Puerto Rico,United States of America,['Basketball'],['Men'],27,Yes,No,0
GROENDAHL Tobias Schjoelberg,Male,Norway,Norway,['Handball'],['Men'],23,Yes,No,0
NORDAS Narve Gilje,Male,Norway,Norway,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",26,Yes,No,0
SANDOVAL Ahtziri,Female,Mexico,Mexico,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",28,Yes,No,0
DELL OLIO Matias,Male,Argentina,Argentina,['Skateboarding'],"[""Men's Street""]",28,No,No,0
TEMPLE Matthew,Male,Australia,Australia,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 200m Butterfly"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",25,Yes,Yes,1
SOUTO MAIOR WANDERLEY George,Male,Brazil,Brazil,['Beach Volleyball'],['Men'],28,No,No,0
LLANO Beatrice Nedberge,Female,Norway,Norway,['Athletics'],"[""Women's Hammer Throw""]",27,No,No,0
HARA Wakaba,Female,Japan,Japan,['Rugby Sevens'],['Women'],24,Yes,No,0
HECKER Tim,Male,Germany,Germany,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",27,Yes,No,0
VICO Nemanja,Male,Serbia,Serbia,['Water Polo'],['Men'],30,Yes,Yes,1
HOANG Thi Tinh,Female,Vietnam,Vietnam,['Judo'],['Women -48 kg'],30,Yes,No,0
NGUELO'O MABEU Grace Manuela,Female,Cameroon,Cameroon,['Swimming'],"[""Women's 50m Freestyle""]",19,No,No,0
WILSON Philli,Male,New Zealand,New Zealand,['Rowing'],"[""Men's Pair""]",28,Yes,No,0
RICHARDSSON Camilla,Female,Finland,Finland,['Athletics'],"[""Women's Marathon""]",31,Yes,No,0
JOCHEMS Marleen,Female,Netherlands,Netherlands,['Hockey'],['Women'],24,Yes,Yes,1
BOULAKBECH Jamila,Female,Tunisia,Tunisia,['Swimming'],"[""Women's 800m Freestyle""]",18,No,No,0
CHEN Yunxia,Female,People's Republic of China,People's Republic of China,['Rowing'],"[""Women's Quadruple Sculls""]",29,Yes,No,0
KAO Cheng-Jui,Male,Chinese Taipei,Chinese Taipei,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",20,No,No,0
HARRISON Juvaughn,Male,United States of America,United States of America,['Athletics'],"[""Men's High Jump""]",25,Yes,No,0
LOZANO SERRANO Rafael,Male,Spain,Spain,['Boxing'],"[""Men's 51kg""]",20,Yes,No,0
MACHETTIRA Poovamma Raju,Female,India,India,['Athletics'],"[""Women's 4 x 400m Relay""]",34,No,No,0
FUJII Nanako,Female,Japan,Japan,['Athletics'],"[""Women's 20km Race Walk""]",25,Yes,No,0
SETIN SARTORI Murilo,Male,Brazil,Brazil,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",22,Yes,No,0
WATSON Sam,Male,United States of America,United States of America,['Sport Climbing'],"[""Men's Speed""]",18,Yes,Yes,1
TOOR Tajinderpal Singh,Male,India,India,['Athletics'],"[""Men's Shot Put""]",30,Yes,No,0
BURSKA Zofia,Female,Czechia,Czechia,['Sailing'],"[""Women's Skiff""]",23,Yes,No,0
ABIAN Pablo,Male,Spain,Spain,['Badminton'],"[""Men's Singles""]",39,Yes,No,0
OPELOGE Don,Male,Samoa,Samoa,['Weightlifting'],"[""Men's 102kg""]",25,Yes,No,0
SCHLUMPF Fabienne,Female,Switzerland,Switzerland,['Athletics'],"[""Women's Marathon""]",34,Yes,No,0
GARCIA Paula,Female,Spain,Spain,['Athletics'],"[""Women's 4 x 100m Relay""]",26,No,No,0
SANTOS Gui,Male,Brazil,Brazil,['Basketball'],['Men'],22,Yes,No,0
CASLICK Charlotte,Female,Australia,Australia,['Rugby Sevens'],['Women'],29,Yes,No,0
MARDAL Thomas,Male,Norway,Norway,['Athletics'],"[""Men's Hammer Throw""]",27,Yes,No,0
HAUGER-THACKERY Calli,Female,Great Britain,Great Britain,['Athletics'],"[""Women's Marathon""]",31,No,No,0
MARTINS Eliane,Female,Brazil,Brazil,['Athletics'],"[""Women's Long Jump""]",38,Yes,No,0
HLAVAC Vit,Male,Czechia,Czechia,['Athletics'],['Marathon Race Walk Relay Mixed'],27,Yes,No,0
FONSECA Natalia,Female,Angola,Angola,['Handball'],['Women'],26,Yes,No,0
de JESUS CHAGAS Tatiana Regina,Female,Brazil,Brazil,['Boxing'],"[""Women's 54kg""]",32,No,No,0
LENNE Yanis,Male,France,France,['Handball'],['Men'],28,Yes,No,0
COLOMBO Elia,Male,Switzerland,Switzerland,['Sailing'],"[""Men's Windsurfing""]",29,No,No,0
CHINYEMBA Patrick,Male,Zambia,Zambia,['Boxing'],"[""Men's 51kg""]",23,Yes,No,0
GREEN Hannah,Female,Australia,Australia,['Golf'],"[""Women's Individual Stroke Play""]",28,No,No,0
NAGAL Sumit,Male,India,India,['Tennis'],"[""Men's Singles""]",27,Yes,No,0
CROOKS Jordan,Male,Cayman Islands,Great Britain,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",22,Yes,No,0
TIPPLE Chloe,Female,New Zealand,New Zealand,['Shooting'],['Skeet Women'],33,Yes,No,0
WOODWARD Bradley,Male,Australia,Australia,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke""]",26,Yes,No,0
FACCIOLO Ignacio,Male,Uruguay,Uruguay,['Rugby Sevens'],['Men'],23,Yes,No,0
SCHRUB Yann,Male,France,France,['Athletics'],"[""Men's 10,000m"", ""Men's 5000m""]",28,Yes,No,0
PAREDES TORRES Katherine F,Female,Venezuela,Venezuela,['Fencing'],"[""Women's Sabre Individual""]",26,No,No,0
IHEZUO Chinwendu,Female,Nigeria,Nigeria,['Football'],['Women'],27,Yes,No,0
MORAITIS Dimitris,Male,Greece,Greece,['Basketball'],['Men'],25,Yes,No,0
COYLE Daniel,Male,Ireland,Ireland,['Equestrian'],"['Jumping Individual', 'Jumping Team']",30,Yes,No,0
de LUCAS Luiyi,Male,Dominican Republic,Dominican Republic,['Football'],['Men'],30,Yes,No,0
LONGO Annalie,Female,New Zealand,New Zealand,['Football'],['Women'],33,Yes,No,0
ISAAC Mateus,Male,Brazil,Brazil,['Sailing'],"[""Men's Windsurfing""]",30,Yes,No,0
HO Ian Yentou,Male,"Hong Kong, China","Hong Kong, China",['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",27,Yes,No,0
CODATO Alice,Female,Italy,Italy,['Rowing'],"[""Women's Eight""]",21,Yes,No,0
HELLVIG Jonatan,Male,Sweden,Sweden,['Beach Volleyball'],['Men'],23,Yes,Yes,1
KOHL Nicholas,Male,Italy,Italy,['Rowing'],"[""Men's Four""]",26,Yes,No,0
PEREZ Maria Isabel,Female,Spain,Spain,['Athletics'],"[""Women's 4 x 100m Relay""]",31,Yes,No,0
MONTESINOS Cristina,Female,Spain,Spain,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",30,Yes,No,0
PAULSEN Alex,Male,New Zealand,New Zealand,['Football'],['Men'],22,Yes,No,0
van der PEET Steffie,Female,Netherlands,Netherlands,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint"", ""Women's Team Sprint""]",25,Yes,No,0
SPRINCEAN Ilie,Male,Romania,Romania,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",30,Yes,No,0
ADAM Ibadulla,Male,Maldives,Maldives,['Athletics'],"[""Men's 100m""]",22,Yes,No,0
NEDOV Emma,Female,Australia,Australia,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",28,Yes,No,0
LUZAN Yelyzaveta,Female,Azerbaijan,Azerbaijan,['Rhythmic Gymnastics'],['Group All-Around'],21,Yes,No,0
FERNANDEZ Estefania,Female,Spain,Spain,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",28,No,No,0
PILATO Benedetta,Female,Italy,Italy,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",19,Yes,No,0
OZDEMIR Kayra,Female,TÃ¼rkiye,TÃ¼rkiye,['Judo'],"['Women +78 kg', 'Mixed Team']",36,Yes,No,0
KIROI-BOGATYREVA Alexandra,Female,Australia,Australia,['Rhythmic Gymnastics'],['Individual All-Around'],22,Yes,No,0
BRUNI Lorenzo,Male,Italy,Italy,['Water Polo'],['Men'],30,Yes,No,0
KELTER Alev,Female,United States of America,United States of America,['Rugby Sevens'],['Women'],33,Yes,Yes,1
CHOE Hyo Gyong,Female,Democratic People's Republic of Korea,Democratic People's Republic of Korea,['Wrestling'],"[""Women's Freestyle 53kg""]",24,No,Yes,1
DERRON Julie,Female,Switzerland,Switzerland,['Triathlon'],"[""Women's Individual""]",28,No,Yes,1
VANDERELST Elise,Female,Belgium,Belgium,['Athletics'],"[""Women's 1500m""]",26,Yes,No,0
TAYLOR Kai,Male,Australia,Australia,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",21,Yes,Yes,2
XIAO Ruoteng,Male,People's Republic of China,People's Republic of China,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",28,No,Yes,2
O'BRIEN Kelland,Male,Australia,Australia,['Cycling Track'],"[""Men's Madison"", ""Men's Team Pursuit""]",26,Yes,Yes,1
CHERUIYOT Reynold,Male,Kenya,Kenya,['Athletics'],"[""Men's 1500m""]",20,Yes,No,0
BLUMS Martins,Male,Latvia,Latvia,['Cycling Mountain Bike'],"[""Men's Cross-country""]",29,Yes,No,0
RUIZ Prisis,Female,Cuba,Cuba,['Diving'],"[""Women's 3m Springboard""]",22,No,No,0
CHRISTOU Apostolos,Male,Greece,Greece,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", 'Mixed 4 x 100m Medley Relay']",28,Yes,Yes,1
MARSHALL Jonny,Male,Great Britain,Great Britain,['Swimming'],"[""Men's 100m Backstroke""]",20,Yes,No,0
YEGO Julius,Male,Kenya,Kenya,['Athletics'],"[""Men's Javelin Throw""]",35,Yes,No,0
KALEYN Boryana,Female,Bulgaria,Bulgaria,['Rhythmic Gymnastics'],['Individual All-Around'],24,Yes,Yes,1
PAQUET Charles,Male,Canada,Canada,['Triathlon'],"[""Men's Individual""]",27,No,No,0
SCARVELIS Stamatia,Female,Greece,Greece,['Athletics'],"[""Women's Hammer Throw""]",29,Yes,No,0
HIDALGO Miguel,Male,Brazil,Brazil,['Triathlon'],"[""Men's Individual""]",24,No,No,0
ORALBAY Aibek,Male,Kazakhstan,Kazakhstan,['Boxing'],"[""Men's 92kg""]",24,No,No,0
CHEN Yi-Tung,Male,Chinese Taipei,Chinese Taipei,['Fencing'],"[""Men's Foil Individual""]",21,No,No,0
GWINN Giulia,Female,Germany,Germany,['Football'],['Women'],25,Yes,Yes,1
SHAW Ellie,Female,Antigua and Barbuda,Antigua and Barbuda,['Swimming'],"[""Women's 100m Breaststroke""]",16,Yes,No,0
CINAR Deniz,Male,TÃ¼rkiye,TÃ¼rkiye,['Sailing'],['Mixed Dinghy'],40,Yes,No,0
KICHENOK Nadiia,Female,Ukraine,Ukraine,['Tennis'],"[""Women's Doubles""]",32,Yes,No,0
NOUTCHA Sarah,Female,France,France,['Fencing'],"[""Women's Sabre Team""]",25,No,No,0
GARDASEVIC Milica,Female,Serbia,Serbia,['Athletics'],"[""Women's Long Jump""]",26,Yes,No,0
JOSEPH Jason,Male,Switzerland,Switzerland,['Athletics'],"[""Men's 110m Hurdles""]",26,Yes,No,0
VALBY Parker,Female,United States of America,United States of America,['Athletics'],"[""Women's 10,000m""]",22,Yes,No,0
PETERS Eric,Male,Canada,Canada,['Archery'],"[""Men's Individual"", 'Mixed Team']",27,Yes,No,0
CHANG Yani,Female,People's Republic of China,People's Republic of China,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",23,Yes,Yes,2
VIERA Wilder,Male,Paraguay,Paraguay,['Football'],['Men'],22,Yes,No,0
KOEPFER Dominik,Male,Germany,Germany,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",30,Yes,No,0
VIANA VIERA Juliana,Female,Brazil,Brazil,['Badminton'],"[""Women's Singles""]",20,No,No,0
ABDALLA Abubaker Haydar,Male,Qatar,Qatar,['Athletics'],"[""Men's 800m""]",28,No,No,0
CONDEMI Francesco,Male,Italy,Italy,['Water Polo'],['Men'],21,Yes,No,0
CHARRON Maude,Female,Canada,Canada,['Weightlifting'],"[""Women's 59kg""]",31,Yes,Yes,1
GROZER Gyorgy,Male,Germany,Germany,['Volleyball'],['Men'],40,Yes,No,0
MENA SOLANO Milagro,Female,Costa Rica,Costa Rica,['Cycling Road'],"[""Women's Road Race""]",31,No,No,0
KRAPPE Lukas,Male,Germany,Germany,['Athletics'],['4 x 400m Relay Mixed'],21,No,No,0
WILLIAMS Lynn,Female,United States of America,United States of America,['Football'],['Women'],31,Yes,Yes,1
DAVIS Jeremiah,Male,United States of America,United States of America,['Athletics'],"[""Men's Long Jump""]",23,Yes,No,0
IMRIE Kurtis,Male,New Zealand,New Zealand,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",28,No,No,0
JEANJEAN Anthony,Male,France,France,['Cycling BMX Freestyle'],"[""Men's Park""]",26,No,Yes,1
HUDYMA Oleksandr,Male,Ukraine,Ukraine,['Cycling Mountain Bike'],"[""Men's Cross-country""]",21,No,No,0
NAHI Dylan,Male,France,France,['Handball'],['Men'],25,Yes,No,0
KOTWILA Martyna,Female,Poland,Poland,['Athletics'],"[""Women's 200m""]",25,Yes,No,0
PAPANIKOLAOU Kostas,Male,Greece,Greece,['Basketball'],['Men'],34,Yes,No,0
GHEKIERE Justine,Female,Belgium,Belgium,['Cycling Road'],"[""Women's Road Race""]",28,No,No,0
NEWMAN Jonnie,Female,Canada,Canada,['Artistic Swimming'],['Team'],18,Yes,No,0
KARAPETYAN Andranik,Male,Armenia,Armenia,['Weightlifting'],"[""Men's 89kg""]",29,Yes,No,0
ROGERY Pedro,Male,Guinea-Bissau,Guinea-Bissau,['Swimming'],"[""Men's 50m Freestyle""]",26,No,No,0
SESEMANN Phili,Male,Great Britain,Great Britain,['Athletics'],"[""Men's Marathon""]",32,Yes,No,0
LAMSFUSS Mark,Male,Germany,Germany,['Badminton'],"[""Men's Doubles""]",30,Yes,No,0
SILVA Milena,Female,Brazil,Brazil,['Rugby Sevens'],['Women'],24,Yes,No,0
VISSER Nadine,Female,Netherlands,Netherlands,['Athletics'],"[""Women's 100m Hurdles""]",29,Yes,No,0
LIESS Nils,Male,Switzerland,Switzerland,['Swimming'],"[""Men's 4 x 100m Medley Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",28,Yes,No,0
KAWANO Masatora,Male,Japan,Japan,['Athletics'],['Marathon Race Walk Relay Mixed'],26,Yes,No,0
TOMAR Aishwary Pratap Singh,Male,India,India,['Shooting'],['50m Rifle 3 Positions Men'],23,Yes,No,0
TAN Shannon,Female,Singapore,Singapore,['Golf'],"[""Women's Individual Stroke Play""]",20,No,No,0
NORMAN Michael,Male,United States of America,United States of America,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",27,Yes,Yes,1
MILLS George,Male,Great Britain,Great Britain,['Athletics'],"[""Men's 1500m"", ""Men's 5000m""]",25,Yes,No,0
CAO Liguo,Male,People's Republic of China,People's Republic of China,['Wrestling'],"[""Men's Greco-Roman 60kg""]",26,Yes,Yes,1
LUJAN Gonzalo,Male,Argentina,Argentina,['Football'],['Men'],23,Yes,No,0
MARTA,Female,Brazil,Brazil,['Football'],['Women'],38,Yes,Yes,1
ISGRO Rodrigo,Male,Argentina,Argentina,['Rugby Sevens'],['Men'],25,Yes,No,0
NKANSA Delphine,Female,Belgium,Belgium,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",23,Yes,No,0
GORBENKO Anastasia,Female,Israel,Israel,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Backstroke"", ""Women's 200m Individual Medley"", ""Women's 400m Individual Medley"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",21,Yes,No,0
TEJEDA Gladys,Female,Peru,Peru,['Athletics'],"[""Women's Marathon""]",39,Yes,No,0
WARHOLM Karsten,Male,Norway,Norway,['Athletics'],"[""Men's 400m Hurdles""]",28,Yes,Yes,1
CABOLOV Hetik,Male,Serbia,Serbia,['Wrestling'],"[""Men's Freestyle 74kg""]",33,Yes,No,0
SATPAYEV Islam,Male,Kazakhstan,Kazakhstan,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",26,Yes,Yes,1
SKUPSKI Neal,Male,Great Britain,Great Britain,['Tennis'],"[""Men's Doubles""]",35,Yes,No,0
DEVANTAY Charles,Male,Switzerland,Switzerland,['Athletics'],['4 x 400m Relay Mixed'],26,No,No,0
ANNING Amber,Female,Great Britain,Great Britain,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay"", '4 x 400m Relay Mixed']",24,Yes,Yes,2
KNIFTON Kate,Female,United States of America,United States of America,['Rowing'],"[""Women's Four""]",24,Yes,No,0
SMITH Tatjana,Female,South Africa,South Africa,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",27,Yes,Yes,2
DOCTOR Jose Luis,Male,Mexico,Mexico,['Athletics'],"[""Men's 20km Race Walk""]",28,Yes,No,0
MADMON Elad,Male,Israel,Israel,['Football'],['Men'],20,Yes,No,0
Mc CUBBIN James,Male,Uruguay,Uruguay,['Rugby Sevens'],['Men'],26,Yes,No,0
SAMY Youssry,Male,Egypt,Egypt,['Judo'],['Men -60 kg'],21,No,No,0
CHATEAUBRIAN Philipe,Male,Brazil,Brazil,['Shooting'],['10m Air Pistol Men'],35,Yes,No,0
HALL Quincy,Male,United States of America,United States of America,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",26,No,Yes,2
GOSHIMA Rino,Female,Japan,Japan,['Athletics'],"[""Women's 10,000m""]",27,No,No,0
ONODERA Taishi,Male,Japan,Japan,['Volleyball'],['Men'],28,Yes,No,0
ARCILA Santiago,Male,Colombia,Colombia,['Archery'],"[""Men's Individual"", ""Men's Team"", 'Mixed Team']",25,Yes,No,0
DEZOU Lili,Female,France,France,['Rugby Sevens'],['Women'],20,Yes,No,0
HORVATH Brigitta,Female,Hungary,Hungary,['Water Polo'],['Women'],28,Yes,No,0
THOMPSON-SMITH Molly,Female,Great Britain,Great Britain,['Sport Climbing'],"[""Women's Boulder & Lead""]",27,Yes,No,0
FREDRICSON Peder,Male,Sweden,Sweden,['Equestrian'],"['Jumping Individual', 'Jumping Team']",52,No,No,0
GU Yaoyao,Female,People's Republic of China,People's Republic of China,['Rugby Sevens'],['Women'],29,Yes,No,0
